"Campaign","Ad group","Keyword","Match type","Status","Max CPC","Final URL"
"退職リリーフ｜初期検証","AG04_解雇会社都合","解雇 失業保険 いつから","Broad","Enabled","95","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG04_%E8%A7%A3%E9%9B%87%E4%BC%9A%E7%A4%BE%E9%83%BD%E5%90%88&utm_term=%E8%A7%A3%E9%9B%87%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA%20%E3%81%84%E3%81%A4%E3%81%8B%E3%82%89"
"退職リリーフ｜初期検証","AG04_解雇会社都合","会社都合 失業保険 いつから","Broad","Enabled","95","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG04_%E8%A7%A3%E9%9B%87%E4%BC%9A%E7%A4%BE%E9%83%BD%E5%90%88&utm_term=%E4%BC%9A%E7%A4%BE%E9%83%BD%E5%90%88%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA%20%E3%81%84%E3%81%A4%E3%81%8B%E3%82%89"
"退職リリーフ｜初期検証","AG04_解雇会社都合","会社都合 失業保険 いくら","Broad","Enabled","90","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG04_%E8%A7%A3%E9%9B%87%E4%BC%9A%E7%A4%BE%E9%83%BD%E5%90%88&utm_term=%E4%BC%9A%E7%A4%BE%E9%83%BD%E5%90%88%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA%20%E3%81%84%E3%81%8F%E3%82%89"
"退職リリーフ｜初期検証","AG04_解雇会社都合","会社都合 失業保険 日数","Broad","Enabled","90","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG04_%E8%A7%A3%E9%9B%87%E4%BC%9A%E7%A4%BE%E9%83%BD%E5%90%88&utm_term=%E4%BC%9A%E7%A4%BE%E9%83%BD%E5%90%88%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA%20%E6%97%A5%E6%95%B0"
"退職リリーフ｜初期検証","AG05_雇止め契約満了","雇止め 失業保険","Broad","Enabled","90","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG05_%E9%9B%87%E6%AD%A2%E3%82%81%E5%A5%91%E7%B4%84%E6%BA%80%E4%BA%86&utm_term=%E9%9B%87%E6%AD%A2%E3%82%81%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG05_雇止め契約満了","雇止め 失業保険 いつから","Broad","Enabled","90","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG05_%E9%9B%87%E6%AD%A2%E3%82%81%E5%A5%91%E7%B4%84%E6%BA%80%E4%BA%86&utm_term=%E9%9B%87%E6%AD%A2%E3%82%81%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA%20%E3%81%84%E3%81%A4%E3%81%8B%E3%82%89"
"退職リリーフ｜初期検証","AG05_雇止め契約満了","契約満了 失業保険","Broad","Enabled","85","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG05_%E9%9B%87%E6%AD%A2%E3%82%81%E5%A5%91%E7%B4%84%E6%BA%80%E4%BA%86&utm_term=%E5%A5%91%E7%B4%84%E6%BA%80%E4%BA%86%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG05_雇止め契約満了","派遣 契約満了 失業保険","Broad","Enabled","80","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG05_%E9%9B%87%E6%AD%A2%E3%82%81%E5%A5%91%E7%B4%84%E6%BA%80%E4%BA%86&utm_term=%E6%B4%BE%E9%81%A3%20%E5%A5%91%E7%B4%84%E6%BA%80%E4%BA%86%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG05_雇止め契約満了","契約社員 契約満了 失業保険","Broad","Enabled","80","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG05_%E9%9B%87%E6%AD%A2%E3%82%81%E5%A5%91%E7%B4%84%E6%BA%80%E4%BA%86&utm_term=%E5%A5%91%E7%B4%84%E7%A4%BE%E5%93%A1%20%E5%A5%91%E7%B4%84%E6%BA%80%E4%BA%86%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG06_退職勧奨倒産","退職勧奨 失業保険","Broad","Enabled","95","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG06_%E9%80%80%E8%81%B7%E5%8B%A7%E5%A5%A8%E5%80%92%E7%94%A3&utm_term=%E9%80%80%E8%81%B7%E5%8B%A7%E5%A5%A8%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG06_退職勧奨倒産","退職勧奨 失業保険 いつから","Broad","Enabled","95","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG06_%E9%80%80%E8%81%B7%E5%8B%A7%E5%A5%A8%E5%80%92%E7%94%A3&utm_term=%E9%80%80%E8%81%B7%E5%8B%A7%E5%A5%A8%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA%20%E3%81%84%E3%81%A4%E3%81%8B%E3%82%89"
"退職リリーフ｜初期検証","AG06_退職勧奨倒産","会社 倒産 失業保険","Broad","Enabled","90","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG06_%E9%80%80%E8%81%B7%E5%8B%A7%E5%A5%A8%E5%80%92%E7%94%A3&utm_term=%E4%BC%9A%E7%A4%BE%20%E5%80%92%E7%94%A3%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG06_退職勧奨倒産","事業所閉鎖 失業保険","Broad","Enabled","90","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG06_%E9%80%80%E8%81%B7%E5%8B%A7%E5%A5%A8%E5%80%92%E7%94%A3&utm_term=%E4%BA%8B%E6%A5%AD%E6%89%80%E9%96%89%E9%8E%96%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG07_離職票手続き","離職票 いつ届く","Broad","Enabled","70","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG07_%E9%9B%A2%E8%81%B7%E7%A5%A8%E6%89%8B%E7%B6%9A%E3%81%8D&utm_term=%E9%9B%A2%E8%81%B7%E7%A5%A8%20%E3%81%84%E3%81%A4%E5%B1%8A%E3%81%8F"
"退職リリーフ｜初期検証","AG07_離職票手続き","離職票 届かない","Broad","Enabled","70","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG07_%E9%9B%A2%E8%81%B7%E7%A5%A8%E6%89%8B%E7%B6%9A%E3%81%8D&utm_term=%E9%9B%A2%E8%81%B7%E7%A5%A8%20%E5%B1%8A%E3%81%8B%E3%81%AA%E3%81%84"
"退職リリーフ｜初期検証","AG07_離職票手続き","離職票 失業保険","Broad","Enabled","75","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG07_%E9%9B%A2%E8%81%B7%E7%A5%A8%E6%89%8B%E7%B6%9A%E3%81%8D&utm_term=%E9%9B%A2%E8%81%B7%E7%A5%A8%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG07_離職票手続き","離職票 離職理由","Broad","Enabled","75","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG07_%E9%9B%A2%E8%81%B7%E7%A5%A8%E6%89%8B%E7%B6%9A%E3%81%8D&utm_term=%E9%9B%A2%E8%81%B7%E7%A5%A8%20%E9%9B%A2%E8%81%B7%E7%90%86%E7%94%B1"
"退職リリーフ｜初期検証","AG07_離職票手続き","離職票 会社都合","Broad","Enabled","75","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG07_%E9%9B%A2%E8%81%B7%E7%A5%A8%E6%89%8B%E7%B6%9A%E3%81%8D&utm_term=%E9%9B%A2%E8%81%B7%E7%A5%A8%20%E4%BC%9A%E7%A4%BE%E9%83%BD%E5%90%88"
"退職リリーフ｜初期検証","AG07_離職票手続き","退職後 失業保険","Broad","Enabled","75","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG07_%E9%9B%A2%E8%81%B7%E7%A5%A8%E6%89%8B%E7%B6%9A%E3%81%8D&utm_term=%E9%80%80%E8%81%B7%E5%BE%8C%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG07_離職票手続き","退職 失業保険 手続き","Broad","Enabled","80","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG07_%E9%9B%A2%E8%81%B7%E7%A5%A8%E6%89%8B%E7%B6%9A%E3%81%8D&utm_term=%E9%80%80%E8%81%B7%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA%20%E6%89%8B%E7%B6%9A%E3%81%8D"
"退職リリーフ｜初期検証","AG07_離職票手続き","退職 失業保険 申請","Broad","Enabled","80","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG07_%E9%9B%A2%E8%81%B7%E7%A5%A8%E6%89%8B%E7%B6%9A%E3%81%8D&utm_term=%E9%80%80%E8%81%B7%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA%20%E7%94%B3%E8%AB%8B"
"退職リリーフ｜初期検証","AG07_離職票手続き","退職後 生活費","Broad","Enabled","55","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG07_%E9%9B%A2%E8%81%B7%E7%A5%A8%E6%89%8B%E7%B6%9A%E3%81%8D&utm_term=%E9%80%80%E8%81%B7%E5%BE%8C%20%E7%94%9F%E6%B4%BB%E8%B2%BB"
"退職リリーフ｜初期検証","AG08_休職体調","休職満了 退職 失業保険","Broad","Enabled","100","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG08_%E4%BC%91%E8%81%B7%E4%BD%93%E8%AA%BF&utm_term=%E4%BC%91%E8%81%B7%E6%BA%80%E4%BA%86%20%E9%80%80%E8%81%B7%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG08_休職体調","復職できない 退職 失業保険","Broad","Enabled","95","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG08_%E4%BC%91%E8%81%B7%E4%BD%93%E8%AA%BF&utm_term=%E5%BE%A9%E8%81%B7%E3%81%A7%E3%81%8D%E3%81%AA%E3%81%84%20%E9%80%80%E8%81%B7%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG08_休職体調","体調不良 退職 給付金","Broad","Enabled","100","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG08_%E4%BC%91%E8%81%B7%E4%BD%93%E8%AA%BF&utm_term=%E4%BD%93%E8%AA%BF%E4%B8%8D%E8%89%AF%20%E9%80%80%E8%81%B7%20%E7%B5%A6%E4%BB%98%E9%87%91"
"退職リリーフ｜初期検証","AG09_生活事情","配偶者 転勤 失業保険","Broad","Enabled","70","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG09_%E7%94%9F%E6%B4%BB%E4%BA%8B%E6%83%85&utm_term=%E9%85%8D%E5%81%B6%E8%80%85%20%E8%BB%A2%E5%8B%A4%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG09_生活事情","介護 退職 失業保険","Broad","Enabled","70","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG09_%E7%94%9F%E6%B4%BB%E4%BA%8B%E6%83%85&utm_term=%E4%BB%8B%E8%AD%B7%20%E9%80%80%E8%81%B7%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG09_生活事情","育児 退職 失業保険","Broad","Enabled","70","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG09_%E7%94%9F%E6%B4%BB%E4%BA%8B%E6%83%85&utm_term=%E8%82%B2%E5%85%90%20%E9%80%80%E8%81%B7%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG09_生活事情","通勤困難 退職 失業保険","Broad","Enabled","70","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG09_%E7%94%9F%E6%B4%BB%E4%BA%8B%E6%83%85&utm_term=%E9%80%9A%E5%8B%A4%E5%9B%B0%E9%9B%A3%20%E9%80%80%E8%81%B7%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
"退職リリーフ｜初期検証","AG09_生活事情","会社移転 退職 失業保険","Broad","Enabled","70","https://taishoku-relief.com/?utm_source=google&utm_medium=cpc&utm_campaign=taishoku_relief_initial&utm_content=AG09_%E7%94%9F%E6%B4%BB%E4%BA%8B%E6%83%85&utm_term=%E4%BC%9A%E7%A4%BE%E7%A7%BB%E8%BB%A2%20%E9%80%80%E8%81%B7%20%E5%A4%B1%E6%A5%AD%E4%BF%9D%E9%99%BA"
